"scenario","site","md","S_martin","S_wf","inc_days"
"PB2b","AveHazel","12-11",1,0.99821941257031,97
"PB2b","AveHazel","12-12",1,0.998232220700358,97
"PB2b","AveHazel","12-13",1,0.998245411432519,97
"PB2b","AveHazel","12-14",1,0.998247341319279,97
"PB2b","AveHazel","12-15",1,0.998228082963803,97
"PB2b","AveHazel","12-16",1,0.998192104304681,97
"PB2b","AveHazel","12-17",1,0.998154237746461,97
"PB2b","AveHazel","12-18",1,0.998089206142271,97
"PB2b","AveHazel","12-19",1,0.998016379733675,97
"PB2b","AveHazel","12-20",1,0.997935333808638,97
"PB2b","AveHazel","12-21",1,0.997839699990259,97
"PB2b","AveHazel","12-22",1,0.997749119166803,97
"PB2b","AveHazel","12-23",1,0.997646057196043,97
"PB2b","AveHazel","12-24",1,0.997544033257177,97
"PB2b","AveHazel","12-25",1,0.997433772667526,97
"PB2b","AveHazel","12-26",1,0.997291782380633,97
"PB2b","AveHazel","12-27",1,0.997143360729866,97
"PB2b","AveHazel","12-28",1,0.996974162821381,97
"PB2b","AveHazel","12-29",1,0.99683553517846,97
"PB2b","AveHazel","12-30",1,0.996675372549048,97
"PB2b","AveHazel","12-31",1,0.996691892002258,96
"PB2b","AveWatt","01-01",0.912048921513722,0.99059500692879,93
"PB2b","AveWatt","01-02",0.912048921513722,0.990614763905396,92
"PB2b","AveWatt","01-03",0.894486136705489,0.989749494302476,92
"PB2b","AveWatt","01-04",0.876778143047288,0.988862731258168,92
"PB2b","AveWatt","01-05",0.864288593155031,0.988191551647847,92
"PB2b","AveWatt","01-06",0.864288593155031,0.988213965094961,91
"PB2b","AveWatt","01-07",0.845792666758563,0.987253341140046,91
"PB2b","AveWatt","01-08",0.825226774255586,0.986141755413978,91
"PB2b","AveWatt","01-09",0.797908604174975,0.984419722026935,91
"PB2b","AveWatt","01-10",0.797908604174975,0.984441881618749,90
"PB2b","AveWatt","01-11",0.77390197671295,0.982966259675501,90
"PB2b","AveWatt","01-12",0.74753989687276,0.981171194338955,90
"PB2b","AveWatt","01-13",0.74753989687276,0.981199226209527,89
"PB2b","AveWatt","01-14",0.726196964340436,0.979837785125371,89
"PB2b","AveWatt","01-15",0.703353940813179,0.978244132934157,89
"PB2b","AveWatt","01-16",0.680289161607603,0.976567144160857,89
"PB2b","AveWatt","01-17",0.680289161607603,0.976594808048153,88
"PB2b","AveWatt","01-18",0.658156416459433,0.974943606872735,88
"PB2b","AveWatt","01-19",0.633888703101851,0.972896744581979,88
"PB2b","AveWatt","01-20",0.633888703101851,0.9729298660106,87
"PB2b","AveWatt","01-21",0.608060602755342,0.97045648000471,87
"PB2b","AveWatt","01-22",0.579215540468514,0.96699235854658,87
"PB2b","AveWatt","01-23",0.549713515117853,0.962878228375291,87
"PB2b","AveWatt","01-24",0.549713515117853,0.96292254930142,86
"PB2b","AveWatt","01-25",0.519372879258845,0.957852865310227,86
"PB2b","AveWatt","01-26",0.489912282868155,0.95240405306858,86
"PB2b","AveWatt","01-27",0.489912282868155,0.952407912804811,85
"PB2b","AveWatt","01-28",0.460748240233978,0.946157228251137,85
"PB2b","AveWatt","01-29",0.431247150386738,0.938353653376924,85
"PB2b","AveWatt","01-30",0.431247150386738,0.938429088734047,84
"PB2b","AveWatt","01-31",0.405711199467163,0.93238364971367,84
"PB2b","AveWatt","10-01",0.00332220778617369,0.00652211519485738,61.18
"PB2b","AveWatt","10-02",0.00386462810563609,0.0111843707715035,61.81
"PB2b","AveWatt","10-03",0.00454273335628949,0.0168533862704587,62.18
"PB2b","AveWatt","10-04",0.00535431783895593,0.0248456171284376,62.81
"PB2b","AveWatt","10-05",0.0063203950254009,0.0349637419959763,63.18
"PB2b","AveWatt","10-06",0.00747619132444647,0.0489900485387327,63.87
"PB2b","AveWatt","10-07",0.00886476546681299,0.0684680671827068,64.37
"PB2b","AveWatt","10-08",0.0105104909062017,0.0960353384425436,64.93
"PB2b","AveWatt","10-09",0.0124387019821012,0.126496753355354,65.62
"PB2b","AveWatt","10-10",0.0146673132457118,0.155058559922983,66.18
"PB2b","AveWatt","10-11",0.0172481903598134,0.183269421702012,66.93
"PB2b","AveWatt","10-12",0.0202513335786995,0.213598033719903,67.62
"PB2b","AveWatt","10-13",0.0236842043417495,0.242901352324778,68.18
"PB2b","AveWatt","10-14",0.0276236749842186,0.272468196002509,68.93
"PB2b","AveWatt","10-15",0.032302742725719,0.310220352059038,69.74
"PB2b","AveWatt","10-16",0.0377773918700145,0.352583947606232,70.56
"PB2b","AveWatt","10-17",0.0441231300693423,0.397070415478649,70.93
"PB2b","AveWatt","10-18",0.0517460519726222,0.463648820021417,71.74
"PB2b","AveWatt","10-19",0.0610776609641129,0.576815993010116,72.74
"PB2b","AveWatt","10-20",0.0706381671535863,0.637351918928935,73.68
"PB2b","AveWatt","10-21",0.0803424568048402,0.665545451418035,74.37
"PB2b","AveWatt","10-22",0.0913569831323718,0.69409929490673,75.18
"PB2b","AveWatt","10-23",0.104167307203094,0.721679511432891,75.93
"PB2b","AveWatt","10-24",0.118916078122681,0.75419422586029,76.68
"PB2b","AveWatt","10-25",0.135546157118319,0.788012684736113,77.43
"PB2b","AveWatt","10-26",0.153632665896111,0.81885738562767,78.18
"PB2b","AveWatt","10-27",0.173367694771493,0.846770977089201,78.93
"PB2b","AveWatt","10-28",0.194966658683521,0.869576242446257,79.74
"PB2b","AveWatt","10-29",0.219954809331093,0.894957081181919,80.68
"PB2b","AveWatt","10-30",0.248187438032392,0.919029866230595,81.37
"PB2b","AveWatt","10-31",0.280311313545322,0.946345004908896,81.93
"PB2b","AveWatt","11-01",0.313857835670506,0.965267829113821,82.62
"PB2b","AveWatt","11-02",0.343827125420931,0.972596395971955,83.37
"PB2b","AveWatt","11-03",0.369038392564868,0.97529987094218,83.93
"PB2b","AveWatt","11-04",0.394229110197421,0.977707731948989,84.56
"PB2b","AveWatt","11-05",0.417567189340074,0.979766081620394,84.87
"PB2b","AveWatt","11-06",0.441741753014277,0.982070124140584,85.37
"PB2b","AveWatt","11-07",0.465180089632332,0.983790952036112,85.81
"PB2b","AveWatt","11-08",0.485612709363214,0.985188150625515,86.18
"PB2b","AveWatt","11-09",0.507968169380534,0.986857656972033,87
"PB2b","AveWatt","11-10",0.529839557116833,0.988401159487764,87.31
"PB2b","AveWatt","11-11",0.552424303350733,0.989476844065772,87.62
"PB2b","AveWatt","11-12",0.574267508613062,0.99024642113997,88.12
"PB2b","AveWatt","11-13",0.597467385222532,0.991013373405351,88.56
"PB2b","AveWatt","11-14",0.624475718931017,0.991842686602951,88.93
"PB2b","AveWatt","11-15",0.65090726443197,0.99253355009565,89.5
"PB2b","AveWatt","11-16",0.674269295584176,0.993048007584374,89.62
"PB2b","AveWatt","11-17",0.695926965400893,0.993463042546978,90.12
"PB2b","AveWatt","11-18",0.717202455764509,0.993848867482671,90.5
"PB2b","AveWatt","11-19",0.734177883294528,0.994137455171774,90.5
"PB2b","AveWatt","11-20",0.748920170905923,0.994407325098854,90.74
"PB2b","AveWatt","11-21",0.763505725868415,0.994684414451348,91.5
"PB2b","AveWatt","11-22",0.777757842494456,0.994973416782422,91.56
"PB2b","AveWatt","11-23",0.795474379704037,0.995291254782308,91.62
"PB2b","AveWatt","11-24",0.812584612725898,0.995564677095092,92.12
"PB2b","AveWatt","11-25",0.83337278239482,0.995895289810898,92.56
"PB2b","AveWatt","11-26",0.856360858691453,0.996222230000623,92.81
"PB2b","AveWatt","11-27",0.87731396024536,0.996511033851279,93
"PB2b","AveWatt","11-28",0.89396118706812,0.996736340050333,93.12
"PB2b","AveWatt","11-29",0.910431239860942,0.996929096824893,93.43
"PB2b","AveWatt","11-30",0.928031069718069,0.997148077412112,94
"PB2b","AveWatt","12-01",0.947827123199797,0.997373051767361,94
"PB2b","AveWatt","12-02",0.959791699728658,0.997477953459867,94
"PB2b","AveWatt","12-03",0.972281507841703,0.997565484123002,94.24
"PB2b","AveWatt","12-04",0.982795324700773,0.997645535181325,94.24
"PB2b","AveWatt","12-05",0.98850520103618,0.997628241370332,95
"PB2b","AveWatt","12-06",0.993638618281508,0.9976541572918,95
"PB2b","AveWatt","12-07",0.99737077390689,0.997672440999717,95
"PB2b","AveWatt","12-08",1,0.997664551098135,95
"PB2b","AveWatt","12-09",1,0.997608693183688,95
"PB2b","AveWatt","12-10",1,0.997540013564104,95
"PB2b","AveWatt","12-11",1,0.997475914436861,95
"PB2b","AveWatt","12-12",1,0.997401141602024,95
"PB2b","AveWatt","12-13",1,0.997297186167777,95
"PB2b","AveWatt","12-14",1,0.997190100473285,95
"PB2b","AveWatt","12-15",1,0.997066472705595,95
"PB2b","AveWatt","12-16",1,0.99691532237455,95
"PB2b","AveWatt","12-17",1,0.996728169702965,95
"PB2b","AveWatt","12-18",1,0.996449187068425,95
"PB2b","AveWatt","12-19",1,0.996147539380555,95
"PB2b","AveWatt","12-20",0.995075084030597,0.995729013683385,95
"PB2b","AveWatt","12-21",0.986519602133383,0.995225880806829,95
"PB2b","AveWatt","12-22",0.986519602133383,0.995261434071907,94
"PB2b","AveWatt","12-23",0.980363278820263,0.994809668294153,94
"PB2b","AveWatt","12-24",0.973826728721312,0.994346921225014,94
"PB2b","AveWatt","12-25",0.96650458256254,0.993863862803575,94
"PB2b","AveWatt","12-26",0.962172070314185,0.993446212254938,94
"PB2b","AveWatt","12-27",0.955175892664714,0.992964051527916,94
"PB2b","AveWatt","12-28",0.955175892664714,0.992981971391635,93
"PB2b","AveWatt","12-29",0.946639684731302,0.992460926830496,93
"PB2b","AveWatt","12-30",0.936586947290041,0.991896973490151,93
"PB2b","AveWatt","12-31",0.927508118286634,0.991358983810482,93
"PB2c","AveHazel","01-01",1,0.996517688290954,96
"PB2c","AveHazel","01-02",1,0.99632646107446,96
"PB2c","AveHazel","01-03",1,0.996129404183436,96
"PB2c","AveHazel","01-04",1,0.995884767683883,96
"PB2c","AveHazel","01-05",1,0.995579743132733,96
"PB2c","AveHazel","01-06",1,0.99559427352284,95
"PB2c","AveHazel","01-07",1,0.995268863882912,95
"PB2c","AveHazel","01-08",1,0.994957877554722,95
"PB2c","AveHazel","01-09",0.998994672347467,0.994602297723689,95
"PB2c","AveHazel","01-10",0.992196027022708,0.994128843691978,95
"PB2c","AveHazel","01-11",0.992196027022708,0.994145772215623,94
"PB2c","AveHazel","01-12",0.985286905193582,0.993669801632542,94
"PB2c","AveHazel","01-13",0.978775244666234,0.993201553634616,94
"PB2c","AveHazel","01-14",0.973581581020258,0.992762678556864,94
"PB2c","AveHazel","01-15",0.973581581020258,0.992780162289128,93
"PB2c","AveHazel","01-16",0.962694579646098,0.992194436010756,93
"PB2c","AveHazel","01-17",0.951132414274769,0.991586295670896,93
"PB2c","AveHazel","01-18",0.934303772028276,0.990782237097248,93
"PB2c","AveHazel","01-19",0.934303772028276,0.990803351601063,92
"PB2c","AveHazel","01-20",0.918725566972035,0.990041061216873,92
"PB2c","AveHazel","01-21",0.899180422167182,0.989083381223303,92
"PB2c","AveHazel","01-22",0.878128076849476,0.988018799637186,92
"PB2c","AveHazel","01-23",0.878128076849476,0.988021976701188,91
"PB2c","AveHazel","01-24",0.860225837399829,0.987108361701577,91
"PB2c","AveHazel","01-25",0.842226971050553,0.986172140768922,91
"PB2c","AveHazel","01-26",0.842226971050553,0.986201527000835,90
"PB2c","AveHazel","01-27",0.822311030755369,0.985135015296359,90
"PB2c","AveHazel","01-28",0.804304120030443,0.984161525068283,90
"PB2c","AveHazel","01-29",0.785775888838553,0.983135156660591,90
"PB2c","AveHazel","01-30",0.785775888838553,0.983176677415145,89
"PB2c","AveHazel","01-31",0.762081335685285,0.981715397624631,89
"PB2c","AveHazel","10-01",0.00175746263918051,0.0319479073861939,59.5
"PB2c","AveHazel","10-02",0.0019443139493628,0.0428182945691829,59.62
"PB2c","AveHazel","10-03",0.0021705937067978,0.0569923642084052,60.06
"PB2c","AveHazel","10-04",0.00247432779607073,0.0738237270687099,60.31
"PB2c","AveHazel","10-05",0.00282789329161989,0.0881084507416326,60.62
"PB2c","AveHazel","10-06",0.0032347117162153,0.102160065427247,61.12
"PB2c","AveHazel","10-07",0.00372104006784207,0.11876635752528,61.62
"PB2c","AveHazel","10-08",0.0043019296751365,0.13816503148668,62.12
"PB2c","AveHazel","10-09",0.00499820647433875,0.159522876939637,62.62
"PB2c","AveHazel","10-10",0.00581034764121871,0.179792050071472,63.12
"PB2c","AveHazel","10-11",0.00674933648167206,0.200755080358945,63.62
"PB2c","AveHazel","10-12",0.00784005160469042,0.223192110911795,64.12
"PB2c","AveHazel","10-13",0.00910091967825544,0.24737593365208,64.68
"PB2c","AveHazel","10-14",0.0105497856234145,0.272497334099799,65.37
"PB2c","AveHazel","10-15",0.0122189542932687,0.299746411657744,65.87
"PB2c","AveHazel","10-16",0.0141386612278685,0.328740723093037,66.43
"PB2c","AveHazel","10-17",0.0163289107935192,0.358343228751214,67.12
"PB2c","AveHazel","10-18",0.0189509501801865,0.399921273306486,67.68
"PB2c","AveHazel","10-19",0.0223616024526714,0.488759513687178,68.49
"PB2c","AveHazel","10-20",0.0261400961614932,0.567281473547543,69.37
"PB2c","AveHazel","10-21",0.0301215344716587,0.616859933448804,69.87
"PB2c","AveHazel","10-22",0.034440715100874,0.649605784894674,70.43
"PB2c","AveHazel","10-23",0.0393984074820914,0.683629038521624,71.24
"PB2c","AveHazel","10-24",0.0450937826118787,0.719473535856468,72.18
"PB2c","AveHazel","10-25",0.0515367377380544,0.754540383735207,72.87
"PB2c","AveHazel","10-26",0.0588459727630194,0.790743905152145,73.68
"PB2c","AveHazel","10-27",0.066843338941696,0.824787941813826,74.43
"PB2c","AveHazel","10-28",0.0746655705845703,0.842885393902726,75.18
"PB2c","AveHazel","10-29",0.0826622308506645,0.857450100053146,75.87
"PB2c","AveHazel","10-30",0.0915354102517387,0.8722612552779,76.43
"PB2c","AveHazel","10-31",0.101338044938696,0.886882782877432,77.37
"PB2c","AveHazel","11-01",0.111844097051126,0.898813769285746,77.87
"PB2c","AveHazel","11-02",0.12328056235658,0.909905380834889,78.43
"PB2c","AveHazel","11-03",0.135243575621386,0.920187045378862,79.18
"PB2c","AveHazel","11-04",0.148005315144193,0.928769854421288,80.06
"PB2c","AveHazel","11-05",0.161081728779158,0.934311473209709,80.43
"PB2c","AveHazel","11-06",0.175014997134673,0.939836678960001,81.12
"PB2c","AveHazel","11-07",0.189416500413297,0.944361257754872,81.87
"PB2c","AveHazel","11-08",0.204026926884419,0.948334943076704,82.37
"PB2c","AveHazel","11-09",0.219929479118194,0.952677023395802,83.12
"PB2c","AveHazel","11-10",0.236669589405261,0.956920771629287,83.68
"PB2c","AveHazel","11-11",0.254468879218859,0.960541576464314,84.31
"PB2c","AveHazel","11-12",0.273052653575106,0.963393931932053,84.74
"PB2c","AveHazel","11-13",0.293043074566898,0.966161568060333,85.5
"PB2c","AveHazel","11-14",0.315540682870066,0.969237018666525,85.74
"PB2c","AveHazel","11-15",0.339208622660864,0.972079929811785,86.68
"PB2c","AveHazel","11-16",0.363116789140227,0.974296173446994,87.5
"PB2c","AveHazel","11-17",0.387698042843608,0.97617246654357,87.74
"PB2c","AveHazel","11-18",0.413394697911147,0.977908053255379,88.5
"PB2c","AveHazel","11-19",0.4389067104297,0.979386185092348,88.74
"PB2c","AveHazel","11-20",0.464977795146445,0.980755438308374,89.5
"PB2c","AveHazel","11-21",0.492674116355005,0.98220475164714,89.74
"PB2c","AveHazel","11-22",0.521454121450207,0.983567450898893,90.5
"PB2c","AveHazel","11-23",0.55370247609131,0.985157662052128,91.06
"PB2c","AveHazel","11-24",0.587496581504893,0.986679532127489,91.37
"PB2c","AveHazel","11-25",0.624504731930986,0.988318827279356,92
"PB2c","AveHazel","11-26",0.6652172211053,0.990044950282363,92.24
"PB2c","AveHazel","11-27",0.708586854229118,0.991758278306175,93
"PB2c","AveHazel","11-28",0.751817168833826,0.993229754757678,93.24
"PB2c","AveHazel","11-29",0.795868409251818,0.994516666652321,94
"PB2c","AveHazel","11-30",0.841979903475033,0.995868246493133,94.24
"PB2c","AveHazel","12-01",0.886166466863219,0.997075631866932,95
"PB2c","AveHazel","12-02",0.907155087160671,0.997309337646577,95
"PB2c","AveHazel","12-03",0.927004577736787,0.997525622532204,95
"PB2c","AveHazel","12-04",0.945344343268988,0.997698371557271,95.24
"PB2c","AveHazel","12-05",0.96043092363928,0.997819118146488,96
"PB2c","AveHazel","12-06",0.972793610334758,0.997944024781,96
"PB2c","AveHazel","12-07",0.98372910211794,0.998041374979281,96
"PB2c","AveHazel","12-08",0.992338420424109,0.998124667734552,96
"PB2c","AveHazel","12-09",0.997958527720366,0.998187804689062,96.24
"PB2c","AveHazel","12-10",1,0.99819570113062,97
"PB2c","AveHazel","12-11",1,0.998219412570302,97
"PB2c","AveHazel","12-12",1,0.998232220700345,97
"PB2c","AveHazel","12-13",1,0.99824541143256,97
"PB2c","AveHazel","12-14",1,0.998247341319331,97
"PB2c","AveHazel","12-15",1,0.998228082963829,97
"PB2c","AveHazel","12-16",1,0.998192104304702,97
"PB2c","AveHazel","12-17",1,0.998154237746421,97
"PB2c","AveHazel","12-18",1,0.998089206142276,97
"PB2c","AveHazel","12-19",1,0.998016379733688,97
"PB2c","AveHazel","12-20",1,0.997935333808691,97
"PB2c","AveHazel","12-21",1,0.997839699990264,97
"PB2c","AveHazel","12-22",1,0.997749119166876,97
"PB2c","AveHazel","12-23",1,0.997646057196055,97
"PB2c","AveHazel","12-24",1,0.9975440332572,97
"PB2c","AveHazel","12-25",1,0.997433772667556,97
"PB2c","AveHazel","12-26",1,0.997291782380635,97
"PB2c","AveHazel","12-27",1,0.997143360729883,97
"PB2c","AveHazel","12-28",1,0.99697416282134,97
"PB2c","AveHazel","12-29",1,0.996835535178464,97
"PB2c","AveHazel","12-30",1,0.996675372549041,97
"PB2c","AveHazel","12-31",1,0.99669189200225,96
"PB2c","AveWatt","01-01",0.912048921513721,0.990595006928711,93
"PB2c","AveWatt","01-02",0.912048921513721,0.990614763905331,92
"PB2c","AveWatt","01-03",0.894486136705488,0.989749494302407,92
"PB2c","AveWatt","01-04",0.876778143047281,0.98886273125819,92
"PB2c","AveWatt","01-05",0.864288593155031,0.988191551647661,92
"PB2c","AveWatt","01-06",0.864288593155031,0.988213965094915,91
"PB2c","AveWatt","01-07",0.845792666758561,0.987253341140083,91
"PB2c","AveWatt","01-08",0.825226774255585,0.986141755414263,91
"PB2c","AveWatt","01-09",0.797908604174971,0.984419722026921,91
"PB2c","AveWatt","01-10",0.797908604174971,0.984441881618462,90
"PB2c","AveWatt","01-11",0.773901976712948,0.98296625967575,90
"PB2c","AveWatt","01-12",0.747539896872759,0.981171194338971,90
"PB2c","AveWatt","01-13",0.747539896872759,0.981199226209337,89
"PB2c","AveWatt","01-14",0.726196964340439,0.979837785125433,89
"PB2c","AveWatt","01-15",0.703353940813176,0.978244132934055,89
"PB2c","AveWatt","01-16",0.680289161607602,0.976567144160426,89
"PB2c","AveWatt","01-17",0.680289161607602,0.976594808047943,88
"PB2c","AveWatt","01-18",0.658156416459432,0.974943606873157,88
"PB2c","AveWatt","01-19",0.63388870310185,0.972896744581903,88
"PB2c","AveWatt","01-20",0.63388870310185,0.972929866010428,87
"PB2c","AveWatt","01-21",0.608060602755343,0.970456480004992,87
"PB2c","AveWatt","01-22",0.579215540468514,0.966992358546279,87
"PB2c","AveWatt","01-23",0.549713515117855,0.962878228375495,87
"PB2c","AveWatt","01-24",0.549713515117855,0.962922549301654,86
"PB2c","AveWatt","01-25",0.519372879258845,0.957852865310177,86
"PB2c","AveWatt","01-26",0.489912282868153,0.952404053068974,86
"PB2c","AveWatt","01-27",0.489912282868153,0.952407912805171,85
"PB2c","AveWatt","01-28",0.460748240233977,0.946157228251285,85
"PB2c","AveWatt","01-29",0.431247150386739,0.9383536533768,85
"PB2c","AveWatt","01-30",0.431247150386739,0.93842908873403,84
"PB2c","AveWatt","01-31",0.405711199467161,0.932383649713932,84
"PB2c","AveWatt","10-01",0.00307812720533188,0.00144095484037391,60.87
"PB2c","AveWatt","10-02",0.00358987487190151,0.0039583935973481,61.37
"PB2c","AveWatt","10-03",0.00420607956710534,0.00809386152369838,61.93
"PB2c","AveWatt","10-04",0.00495154654219198,0.0128429771624973,62.56
"PB2c","AveWatt","10-05",0.00584367799061015,0.0194199769264512,62.93
"PB2c","AveWatt","10-06",0.00691011920038275,0.0276014761888867,63.62
"PB2c","AveWatt","10-07",0.00818997678239887,0.0382067729044992,64.12
"PB2c","AveWatt","10-08",0.00971042909320801,0.0527821772383705,64.62
"PB2c","AveWatt","10-09",0.0114918641466566,0.0686060135418828,65.18
"PB2c","AveWatt","10-10",0.0135508328327764,0.0835562015636325,65.93
"PB2c","AveWatt","10-11",0.0159352527840822,0.0985541678829177,66.62
"PB2c","AveWatt","10-12",0.0187097958138981,0.115156275948388,67.18
"PB2c","AveWatt","10-13",0.0218813553945332,0.130788804821889,67.93
"PB2c","AveWatt","10-14",0.0255209523153486,0.146502179248259,68.68
"PB2c","AveWatt","10-15",0.0298438479756595,0.166399310671575,69.37
"PB2c","AveWatt","10-16",0.0349017651367415,0.189265542272002,69.93
"PB2c","AveWatt","10-17",0.0407644637850295,0.213596079736177,70.74
"PB2c","AveWatt","10-18",0.0478061987108588,0.245483380942607,71.74
"PB2c","AveWatt","10-19",0.0566536240025325,0.300376093666278,72.62
"PB2c","AveWatt","10-20",0.0668100548537103,0.364255605267537,73.43
"PB2c","AveWatt","10-21",0.0784349293305679,0.429792899043315,74.18
"PB2c","AveWatt","10-22",0.0920264051290712,0.507598816290155,74.99
"PB2c","AveWatt","10-23",0.108282659582622,0.598718055648818,75.99
"PB2c","AveWatt","10-24",0.127396446481975,0.710552874103421,76.93
"PB2c","AveWatt","10-25",0.148459515919689,0.797514732251211,77.74
"PB2c","AveWatt","10-26",0.169382420722925,0.835844337081643,78.68
"PB2c","AveWatt","10-27",0.190613880831075,0.861319561755912,79.37
"PB2c","AveWatt","10-28",0.213833991552147,0.88260802132234,79.99
"PB2c","AveWatt","10-29",0.240706490986795,0.906195228073571,80.93
"PB2c","AveWatt","10-30",0.270962261407927,0.927988870817648,81.62
"PB2c","AveWatt","10-31",0.30534686591212,0.95199742127916,82.37
"PB2c","AveWatt","11-01",0.341026577184443,0.968392956886571,82.93
"PB2c","AveWatt","11-02",0.372609570057446,0.974669892030184,83.62
"PB2c","AveWatt","11-03",0.399008049298698,0.977168392263891,84.18
"PB2c","AveWatt","11-04",0.425363261402599,0.979514264483827,84.81
"PB2c","AveWatt","11-05",0.449741501533085,0.981498837914505,85.18
"PB2c","AveWatt","11-06",0.475029780007567,0.983458848790914,85.81
"PB2c","AveWatt","11-07",0.499472485765882,0.985091157566971,86.12
"PB2c","AveWatt","11-08",0.520493611235862,0.986440969363467,86.62
"PB2c","AveWatt","11-09",0.54350714159017,0.987992855570383,87.06
"PB2c","AveWatt","11-10",0.565957240739315,0.989402031984127,87.43
"PB2c","AveWatt","11-11",0.58911483500087,0.990418716518987,88.06
"PB2c","AveWatt","11-12",0.611383792329933,0.991173291226437,88.5
"PB2c","AveWatt","11-13",0.635046277045214,0.991884651619799,88.68
"PB2c","AveWatt","11-14",0.662542584339543,0.992615869952578,89.31
"PB2c","AveWatt","11-15",0.689263001602363,0.993260187529797,89.5
"PB2c","AveWatt","11-16",0.712609488525933,0.99374002771798,89.74
"PB2c","AveWatt","11-17",0.733902828671916,0.994133797611478,90.5
"PB2c","AveWatt","11-18",0.754653303559373,0.994466446884539,90.5
"PB2c","AveWatt","11-19",0.770825643807739,0.994722254430904,90.74
"PB2c","AveWatt","11-20",0.784459901499601,0.994957565335445,91.5
"PB2c","AveWatt","11-21",0.79793249244847,0.995237679880645,91.5
"PB2c","AveWatt","11-22",0.811097424992657,0.995484105265419,91.62
"PB2c","AveWatt","11-23",0.827121235095236,0.995744606478548,92.06
"PB2c","AveWatt","11-24",0.842004499359959,0.995987164499164,92.31
"PB2c","AveWatt","11-25",0.860198696471692,0.996268405861857,92.56
"PB2c","AveWatt","11-26",0.880233590137094,0.99654038152775,92.81
"PB2c","AveWatt","11-27",0.897498631564044,0.996766573056352,93
"PB2c","AveWatt","11-28",0.90994112793323,0.996932715073949,93.18
"PB2c","AveWatt","11-29",0.921038505062758,0.997068054747877,93.43
"PB2c","AveWatt","11-30",0.932732153708023,0.99721307055662,94
"PB2c","AveWatt","12-01",0.947827123199796,0.997373051767356,94
"PB2c","AveWatt","12-02",0.95979169972866,0.99747795345959,94
"PB2c","AveWatt","12-03",0.972281507841707,0.99756548412307,94.24
"PB2c","AveWatt","12-04",0.982795324700779,0.99764553518108,94.24
"PB2c","AveWatt","12-05",0.988505201036176,0.997628241370348,95
"PB2c","AveWatt","12-06",0.993638618281514,0.997654157291781,95
"PB2c","AveWatt","12-07",0.997370773906894,0.99767244099966,95
"PB2c","AveWatt","12-08",1,0.99766455109825,95
"PB2c","AveWatt","12-09",1,0.997608693183899,95
"PB2c","AveWatt","12-10",1,0.997540013564273,95
"PB2c","AveWatt","12-11",1,0.997475914436821,95
"PB2c","AveWatt","12-12",1,0.997401141602043,95
"PB2c","AveWatt","12-13",1,0.997297186167673,95
"PB2c","AveWatt","12-14",1,0.99719010047351,95
"PB2c","AveWatt","12-15",1,0.997066472705721,95
"PB2c","AveWatt","12-16",1,0.996915322374611,95
"PB2c","AveWatt","12-17",1,0.996728169703457,95
"PB2c","AveWatt","12-18",1,0.996449187068851,95
"PB2c","AveWatt","12-19",1,0.996147539380448,95
"PB2c","AveWatt","12-20",0.995075084030595,0.995729013683552,95
"PB2c","AveWatt","12-21",0.986519602133379,0.995225880807271,95
"PB2c","AveWatt","12-22",0.986519602133379,0.995261434072184,94
"PB2c","AveWatt","12-23",0.980363278820261,0.994809668294122,94
"PB2c","AveWatt","12-24",0.973826728721311,0.994346921225264,94
"PB2c","AveWatt","12-25",0.966504582562537,0.9938638628037,94
"PB2c","AveWatt","12-26",0.962172070314183,0.993446212254971,94
"PB2c","AveWatt","12-27",0.955175892664707,0.99296405152784,94
"PB2c","AveWatt","12-28",0.955175892664707,0.992981971391417,93
"PB2c","AveWatt","12-29",0.946639684731304,0.992460926830171,93
"PB2c","AveWatt","12-30",0.936586947290041,0.991896973490154,93
"PB2c","AveWatt","12-31",0.927508118286632,0.991358983810701,93
"PB3","AveHazel","01-01",1,0.996517688290949,96
"PB3","AveHazel","01-02",1,0.996326461074482,96
"PB3","AveHazel","01-03",1,0.996129404183434,96
"PB3","AveHazel","01-04",1,0.99588476768388,96
"PB3","AveHazel","01-05",1,0.995579743132718,96
"PB3","AveHazel","01-06",1,0.99559427352284,95
"PB3","AveHazel","01-07",1,0.995268863882952,95
"PB3","AveHazel","01-08",1,0.994957877554718,95
"PB3","AveHazel","01-09",0.998994672347464,0.994602297723663,95
"PB3","AveHazel","01-10",0.992196027022709,0.994128843691952,95
"PB3","AveHazel","01-11",0.992196027022709,0.994145772215631,94
"PB3","AveHazel","01-12",0.985286905193582,0.993669801632538,94
"PB3","AveHazel","01-13",0.978775244666236,0.99320155363465,94
"PB3","AveHazel","01-14",0.973581581020259,0.992762678556899,94
"PB3","AveHazel","01-15",0.973581581020259,0.992780162289126,93
"PB3","AveHazel","01-16",0.9626945796461,0.992194436010719,93
"PB3","AveHazel","01-17",0.95113241427477,0.991586295670888,93
"PB3","AveHazel","01-18",0.934303772028279,0.990782237097219,93
"PB3","AveHazel","01-19",0.934303772028279,0.990803351601074,92
"PB3","AveHazel","01-20",0.918725566972033,0.990041061216839,92
"PB3","AveHazel","01-21",0.899180422167181,0.98908338122329,92
"PB3","AveHazel","01-22",0.878128076849472,0.988018799637163,92
