"scenario","site","md","S_martin","S_wf","inc_days"
"PB6","AveHazel","12-31",1,0.996691892002275,96
"PB6","AveWatt","01-01",0.912048921513719,0.990595006928927,93
"PB6","AveWatt","01-02",0.912048921513719,0.990614763905469,92
"PB6","AveWatt","01-03",0.894486136705491,0.989749494302727,92
"PB6","AveWatt","01-04",0.876778143047283,0.988862731258199,92
"PB6","AveWatt","01-05",0.864288593155031,0.988191551648088,92
"PB6","AveWatt","01-06",0.864288593155031,0.988213965094835,91
"PB6","AveWatt","01-07",0.845792666758557,0.98725334113999,91
"PB6","AveWatt","01-08",0.825226774255586,0.986141755414398,91
"PB6","AveWatt","01-09",0.79790860417497,0.984419722026843,91
"PB6","AveWatt","01-10",0.79790860417497,0.984441881618739,90
"PB6","AveWatt","01-11",0.773901976712952,0.982966259675699,90
"PB6","AveWatt","01-12",0.747539896872758,0.981171194339046,90
"PB6","AveWatt","01-13",0.747539896872758,0.981199226209397,89
"PB6","AveWatt","01-14",0.726196964340438,0.979837785125088,89
"PB6","AveWatt","01-15",0.703353940813176,0.978244132934067,89
"PB6","AveWatt","01-16",0.680289161607601,0.976567144160674,89
"PB6","AveWatt","01-17",0.680289161607601,0.976594808048269,88
"PB6","AveWatt","01-18",0.658156416459432,0.974943606873006,88
"PB6","AveWatt","01-19",0.633888703101849,0.972896744581909,88
"PB6","AveWatt","01-20",0.633888703101849,0.972929866010395,87
"PB6","AveWatt","01-21",0.608060602755341,0.970456480004818,87
"PB6","AveWatt","01-22",0.579215540468513,0.966992358546399,87
"PB6","AveWatt","01-23",0.549713515117853,0.962878228375482,87
"PB6","AveWatt","01-24",0.549713515117853,0.962922549301796,86
"PB6","AveWatt","01-25",0.519372879258844,0.957852865310369,86
"PB6","AveWatt","01-26",0.489912282868156,0.952404053068904,86
"PB6","AveWatt","01-27",0.489912282868156,0.952407912805084,85
"PB6","AveWatt","01-28",0.460748240233978,0.94615722825129,85
"PB6","AveWatt","01-29",0.431247150386737,0.938353653376834,85
"PB6","AveWatt","01-30",0.431247150386737,0.938429088733908,84
"PB6","AveWatt","01-31",0.405711199467162,0.932383649713898,84
"PB6","AveWatt","10-01",0.00241209235026583,0.00971754422136743,60.12
"PB6","AveWatt","10-02",0.00277881615821032,0.0155936460764224,60.62
"PB6","AveWatt","10-03",0.00323239608267343,0.0242321895859513,61.12
"PB6","AveWatt","10-04",0.00379823278963988,0.0353657724671999,61.62
"PB6","AveWatt","10-05",0.00446827224887302,0.0469344981239217,62.12
"PB6","AveWatt","10-06",0.00527238842001838,0.0622370657720189,62.62
"PB6","AveWatt","10-07",0.00624640922649759,0.0825893925356241,63.12
"PB6","AveWatt","10-08",0.00740604222608039,0.110182045278684,63.74
"PB6","AveWatt","10-09",0.00876472402090338,0.1427816779308,64.56
"PB6","AveWatt","10-10",0.0103350778008664,0.175881948320129,64.93
"PB6","AveWatt","10-11",0.0121536498407394,0.209154363007393,65.68
"PB6","AveWatt","10-12",0.014269764652933,0.244859087418775,66.37
"PB6","AveWatt","10-13",0.0166886798163366,0.279772129084352,66.93
"PB6","AveWatt","10-14",0.0194645621406639,0.314346733631226,67.68
"PB6","AveWatt","10-15",0.0227615892330707,0.35729536764647,68.37
"PB6","AveWatt","10-16",0.0266192095000465,0.406224841122434,68.93
"PB6","AveWatt","10-17",0.0310906281501631,0.457323379778858,69.74
"PB6","AveWatt","10-18",0.0363064720491581,0.515510750460145,70.62
"PB6","AveWatt","10-19",0.0422859989220742,0.579866517705648,71.24
"PB6","AveWatt","10-20",0.0486823502764799,0.624371485984199,72.18
"PB6","AveWatt","10-21",0.0554592981502006,0.655816475341927,72.87
"PB6","AveWatt","10-22",0.0631357933999415,0.686695208119021,73.62
"PB6","AveWatt","10-23",0.0720804301247143,0.718800093801425,74.24
"PB6","AveWatt","10-24",0.0824237735199507,0.759930083706672,75.24
"PB6","AveWatt","10-25",0.0941082864594755,0.801479794678873,76.18
"PB6","AveWatt","10-26",0.106667007648642,0.834989382828412,76.87
"PB6","AveWatt","10-27",0.119557979616946,0.859287033074867,77.43
"PB6","AveWatt","10-28",0.132830105376399,0.876188066368925,78.18
"PB6","AveWatt","10-29",0.147947170012845,0.892852911330965,78.93
"PB6","AveWatt","10-30",0.164671419229503,0.90863678041264,79.62
"PB6","AveWatt","10-31",0.183260259479879,0.925606662192291,80.18
"PB6","AveWatt","11-01",0.203118777230896,0.939526417582906,80.87
"PB6","AveWatt","11-02",0.223450001750219,0.94898080517206,81.43
"PB6","AveWatt","11-03",0.24295297580368,0.955178312647481,82.06
"PB6","AveWatt","11-04",0.262874791893835,0.960113037490877,82.62
"PB6","AveWatt","11-05",0.281303175082023,0.963412713718346,83.18
"PB6","AveWatt","11-06",0.298794608590666,0.966357499655607,83.81
"PB6","AveWatt","11-07",0.314455480306805,0.968291931423347,84.18
"PB6","AveWatt","11-08",0.328271964363952,0.969974517750571,84.81
"PB6","AveWatt","11-09",0.343463741784805,0.971716214487751,85.25
"PB6","AveWatt","11-10",0.358363477687057,0.973218178327399,85.49
"PB6","AveWatt","11-11",0.373873151224147,0.974325836839779,86.25
"PB6","AveWatt","11-12",0.388975711916324,0.975157663147427,86.49
"PB6","AveWatt","11-13",0.405193098755896,0.97598905649891,87.25
"PB6","AveWatt","11-14",0.424235702651627,0.976907559700374,87.37
"PB6","AveWatt","11-15",0.442977216801833,0.977686392508175,87.87
"PB6","AveWatt","11-16",0.459638070733504,0.978230711871371,88.31
"PB6","AveWatt","11-17",0.475692840826567,0.978683617881572,88.56
"PB6","AveWatt","11-18",0.491717403897439,0.979116796342042,88.87
"PB6","AveWatt","11-19",0.507508951117698,0.979607403113201,89.31
"PB6","AveWatt","11-20",0.533453289380293,0.980945785009266,89.68
"PB6","AveWatt","11-21",0.569700627551125,0.983634803745295,90.12
"PB6","AveWatt","11-22",0.60675937853615,0.986077430035471,90.56
"PB6","AveWatt","11-23",0.646247012265519,0.988323702351353,90.93
"PB6","AveWatt","11-24",0.686387671444438,0.990042379978703,91.56
"PB6","AveWatt","11-25",0.730454620699548,0.991846207784531,91.87
"PB6","AveWatt","11-26",0.775557470530685,0.993432248714474,92.37
"PB6","AveWatt","11-27",0.817399765228982,0.994687456587694,92.81
"PB6","AveWatt","11-28",0.853171660098934,0.995638018095289,93
"PB6","AveWatt","11-29",0.887386549452467,0.996359400166396,93.24
"PB6","AveWatt","11-30",0.91926276879725,0.996942201562018,94
"PB6","AveWatt","12-01",0.947827123199799,0.99737305176734,94
"PB6","AveWatt","12-02",0.959791699728661,0.997477953459378,94
"PB6","AveWatt","12-03",0.972281507841709,0.997565484122832,94.24
"PB6","AveWatt","12-04",0.982795324700775,0.997645535181447,94.24
"PB6","AveWatt","12-05",0.988505201036177,0.997628241370468,95
"PB6","AveWatt","12-06",0.993638618281519,0.997654157291659,95
"PB6","AveWatt","12-07",0.997370773906887,0.997672440999791,95
"PB6","AveWatt","12-08",1,0.997664551098359,95
"PB6","AveWatt","12-09",1,0.99760869318401,95
"PB6","AveWatt","12-10",1,0.997540013564242,95
"PB6","AveWatt","12-11",1,0.997475914436814,95
"PB6","AveWatt","12-12",1,0.99740114160196,95
"PB6","AveWatt","12-13",1,0.997297186167768,95
"PB6","AveWatt","12-14",1,0.99719010047343,95
"PB6","AveWatt","12-15",1,0.997066472705699,95
"PB6","AveWatt","12-16",1,0.996915322374556,95
"PB6","AveWatt","12-17",1,0.996728169703097,95
"PB6","AveWatt","12-18",1,0.996449187068815,95
"PB6","AveWatt","12-19",1,0.996147539380342,95
"PB6","AveWatt","12-20",0.995075084030596,0.995729013683576,95
"PB6","AveWatt","12-21",0.986519602133379,0.995225880807246,95
"PB6","AveWatt","12-22",0.986519602133379,0.995261434072044,94
"PB6","AveWatt","12-23",0.980363278820263,0.994809668294173,94
"PB6","AveWatt","12-24",0.973826728721309,0.994346921225508,94
"PB6","AveWatt","12-25",0.966504582562536,0.993863862803854,94
"PB6","AveWatt","12-26",0.962172070314182,0.993446212254974,94
"PB6","AveWatt","12-27",0.955175892664715,0.992964051528209,94
"PB6","AveWatt","12-28",0.955175892664715,0.992981971391421,93
"PB6","AveWatt","12-29",0.946639684731302,0.992460926830347,93
"PB6","AveWatt","12-30",0.936586947290038,0.991896973490172,93
"PB6","AveWatt","12-31",0.92750811828663,0.991358983810574,93
